,name,location,url,followers,text,datetime,description
140,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"अंदर के #देशद्रोही #सुअर देश को कमजोर करने में तुले हैं, लेकिन उनके खुद के बच्चे विदेशों में मौज काट रहे हैं,तो #देशभक्त लोग अपना नुकसान उठाने के लिए तैयार हैं।
वहीं #पाकिस्तान के #सुअरों की फट गई है,और अब यहां के #सुअरों को मदद करने के लिए राजनीति कर रहे हैं।
#PulwamaAttack https://t.co/dBRYPo4QBY",Wed Feb 20 06:58:43 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
141,Mayank jain,India,False,179,"RT @htTweets: Hotel in Agra says no rooms for Kashmiris after #PulwamaAttack
https://t.co/hWgKSSzQNM

#PulwamaTerrorAttack https://t.co/P9O…",Wed Feb 20 06:58:43 +0000 2019,"Cricket lover

Pursuing CA,"
142,अरविंद कुमार श्रीवास्तव,,False,7,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:43 +0000 2019,
143,Beyaatch/بِیاچ,Gulabi Gali,False,372,Kudos to #CRPFJawans #CRPF @CRPFmadadgaar @crpfindia Your actions reinstate our faith in humanity and the Indian Fauj! 🙏🏿❣️ https://t.co/66q9JKaqBN,Wed Feb 20 06:58:43 +0000 2019,"The term ""Resting Bitch Face"" is misleading because a BITCH never rests 💁🏻"
144,SAQLAIN AHEMAD,"Umarkhed, India",False,164,"RT @SevadalUP: ये है इनका असली चेहरा 😢
बड़का नेता चुनाव में और छोटा मुँहजोरी में देश की चिंता किसे है 
#PulwamaAttack https://t.co/iiROB8Y2…",Wed Feb 20 06:58:44 +0000 2019,#ProudCongressi. #RGFollower. #Kaho dil Se Congress Phir Se #Tweets are personal. #RTs not endorsement
145,Anysha Jain,,False,43,"Strong support for India to fight against terrorism. Countries all around the world standing with India as best friends and not letting India be alone in this moment of sorrow.
#PulwamaAttack https://t.co/XZk0o2p3bt",Wed Feb 20 06:58:44 +0000 2019,
146,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"@Shehla_Rashid और @BDUTT को उन लोगों की चिंता हो रही है,जो लोग हमारे देश की शांत फिजा़ओं में ज़हर घोलने का काम कर रहे हैं।
अब इनको एयर कंडीशनर रूम से बाहर निकाल कर,कुछ हकीकत से रुबरु कराने का वक्त आ गया है।#पुलवामा_अटैक
#ExposeDeshDrohis #RemoveArticle370 #PulwamaAttack #pulwama https://t.co/Oln157Jo0x",Wed Feb 20 06:58:45 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
147,Lakshmi,"New Delhi, India",False,0,Sir in jese logo ko kisi ki Jine marne se kuch fark nhi prta h in jese Ko to sirf #rajneeti se matlb h...,Wed Feb 20 06:58:46 +0000 2019,I believe in hard work or in luck .
148,Koushik Sarkar,,False,37,"#Modiji please call elections immediately.

The last thing we need is a cry baby PM while at the brink of war.… https://t.co/XX7ELtjol4",Wed Feb 20 06:58:47 +0000 2019,
149,MR. INTELLIGENT (भृगुवंशी),,False,973,"नरेंद्र मोदी का विरोध, भारत के प्रधानमंत्री पद का विरोध और भारत का विरोध इन तीनों के अंतर को स्पष्ट करने के लिए लकीर खीचने का समय आ गया है। 
नरेंद्र मोदी का विरोध करते समय लोग ये भूल जाते हैं और राष्ट्र का भी विरोध कर देते हैं। 
@sambitswaraj https://t.co/kxIaZHavWD",Wed Feb 20 06:58:48 +0000 2019,हरियाणवी हु हाथ पैर तोड सकता हु दिल नही 😎9728536108 #wattsap
150,Hanumanprasadjoshi,,False,169,"मैं हर सुबह उठकर Newspaper की Headlines ज़रूर Check करती हूँ
.
.
.
.
.
.

शायद मोदी जी का बयान हो :
भाईयो-बहिनो, अब पाकिस्तान नही रहा 

#AbBadlaLo 🙏
#PulwamaAttack",Wed Feb 20 06:58:48 +0000 2019,
151,Sandip Chavan,,False,2,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:52 +0000 2019,
152,Aashish Saini,"Bhilwara, India",False,264,"पुलवामा आतंकी हमले में सीआरपीएफ के 50 के करीब जवान शहीद होते हैं। सऊदी अरब के राजकुमार पाकिस्तान जाते हैं और वहां *20 अरब डॉलर* देकर आते हैं। और हमारे प्रधानमंत्री सारे नियमों को तोड़कर राजकुमार से गले मिलने हवाई अड्डे पहुंच जाते हैं।

#PulwamaAttack https://t.co/EvMW6w6FLA",Wed Feb 20 06:58:53 +0000 2019,It requires bravery to do something no one else around you is doing.
153,Murarisharma,,False,196,"#CRPF
दरिंदों ने तारीख को दर्द भरा इतिहास बना दिया, 
चहचहाते परिवारों को मिनटो मे राख बना दिया।
अब और कब जागेगी देश की सरकार? 😡
#KashmirTerrorAttack
#Pulwama
@PMOIndia @aajtak @NewsNationTV @AmitShah @RahulGandhi @DefenceMinIndia",Wed Feb 20 06:58:54 +0000 2019,
154,सरोज यादव,"Lucknow, India",False,727,"गनीमत है कि शहीदों की “चिताओं” और उनकी अंतिम यात्राओं में “ठहाके” लगाने वाले सभी “देशभक्त” नेता “भाजपा” के हैं, अगर किसी और पार्टी के होते, तो अभी तक “देश द्रोही” घोषित कर दिये जाते.
#BJP_भगाओ_देश_बचाओ #PulwamaAttack #BJP420Party",Wed Feb 20 06:58:54 +0000 2019,समाजवादी पार्टी युवा कार्यकर्ता
155,க.திருமணி பாண்டியன்.,"Tamil Nadu, India",False,5588,"உண்மை இது தான் மக்களே

காணோளி பாருங்கள் புரியும்

44 பேர் உயிர் இழப்பிற்க்கு காரணம் பிஜேபி பிரமுகர் தான் காரணம். எங்கடா அந்த சங்கி மவனுங்க #PulwamaAttack https://t.co/uucNrrt4AG",Wed Feb 20 06:58:54 +0000 2019,என்றும் நேசத்துடன் வாழ்வோம் யாருக்கும் மனதளவிலும் உடலளவிலும் எந்த துரோகமும் அவர்களை காயப்படுத்தாமலும் வாழ்வோம்.
156,Tarun Parasar,"New Delhi, India",False,176,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:55 +0000 2019,मिथिला स्टूडेन्ट यूनियन साउथ दिल्ली प्रभारी
157,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"एक शरीफ नाम के शांतिदूत ने प्रेमसिंह के मोबाइल पर आपत्तिजनक तस्वीर भेजने पर कानूनी कार्रवाई के शिकार हो गए।
इन शांति दूतों को कुछ काम धंधा रह नहीं गया है,इसलिए ऐसे लोगों से वाट्सअप ग्रुप में जुड़ने से पहले सावधान हो जाएं।
#ExposeDeshDrohis #Pulwamaattack #PulwamaTerroristAttack https://t.co/2CBeFaHMaQ",Wed Feb 20 06:58:55 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
158,🇦2⃣🇱,भारत वर्ष ,False,116,"मैं हर सुबह उठकर Newspaper की Headlines ज़रूर Check करती हूँ
.
.
.
.
.
.

शायद मोदी जी का बयान हो :
भाईयो-बहिनो, अब पाकिस्तान नही रहा 

#AbBadlaLo 🙏
#PulwamaAttack",Wed Feb 20 06:58:56 +0000 2019,"🇮🇳 वंदे मातरम् 🇮🇳 वंदे मातरम्  🇮🇳 वंदे मातरम् 🇮🇳 वंदे मातरम् 🇮🇳
मातृ भू पुकारती
तरुण वीर देश के मूर्त वीर देश के
जाग जाग जाग रे मातृ भू पुकारती 
#A2L"
159,jay,"jammu , india",True,82,"#KashmirTerrorAttack | ""The US Mission in India strongly condemns today’s terrorist attack in J&amp;K"": US envoy to India Kenneth Juster

Follow updates here: https://t.co/TEA8n14YXH       

#Awantipora #Pulwama #CRPF https://t.co/xa6Ao2TVTy",Wed Feb 20 06:58:56 +0000 2019,"It is

better to die . . . . . . than to be a coward . . . . . . . ."
160,شاہد خان 🇵🇰,Multan,False,6164,"بھارت کی ہوا نکل گئی
دوسروں کو دھمکیاں دینے والا بھارت کا میڈیا پاک فوج کے گُن گانے لگا ہے۔
ویڈیو کو زیادہ سے زیادہ ریٹویٹ کریں
#PulwamaAttack #PulwamaDrama https://t.co/40P7CBptBz",Wed Feb 20 06:58:56 +0000 2019,"PTI 💕
#TeamIK 🌹
@ImranKhanPTI 😘😘   
#Multan_Sultans 💕💕"
161,Roshni patil,,False,25,"RT @dungachoud6: फिर किसी जन्म में दे दूंगा प्यार...

ये जिन्दगी तो वतन के नाम हो गयी...

#वंदे_मातरम #Pulwamaattack #जयजवान #जयहिंद https:…",Wed Feb 20 06:58:56 +0000 2019,
162,Kishor,,False,15,"😔 ಹುತಾತ್ಮ ಪ್ರದೀಪ ಕುಮಾರನ ಮಗನ ನೋವು

'ತಂದೆ ಹೇಳುತ್ತಿದ್ದರು ಕಲ್ಲುತೂರಾಟ ಆಗುತ್ತಿದ್ದರೂ ಪ್ರತ್ಯುತ್ತರ ನೀಡುವ 
ಸ್ವಾತಂತ್ರ್ಯ ಇಲ್ಲ' !

ಕಲ್ಲುತೂರಾಟ ಮಾಡುವವರಿಗೆ ಯಾವ ಶಿಕ್ಷೆ ಆಗಬೇಕು ?

೧. ಸೆರೆಮನೆ 

೨. ಗುಂಡು 

೩. ಹೂವು

#Stonepelters
#PulwamaAttack https://t.co/JPoN1V9Nqm",Wed Feb 20 06:58:57 +0000 2019,
163,Suresh Ramgani,"Hyderabad, India",True,42,"We took part in a Candlelight March along with SI of Mangapet, Jawans &amp; Citizens at our hometown in remembrance of… https://t.co/W7oePYhedw",Wed Feb 20 06:58:55 +0000 2019,
164,chitra anand,UAE,False,302,"”They sacrifice their life for us and we should not even think twice to help them,”

@MdShami11 requests all Indians to come forward and help the families of #PulwamaAttack martyrs.
https://t.co/ycTR7b4eGq",Wed Feb 20 06:58:57 +0000 2019,B.A.LLB
165,IamSky,"मध्यदेश,Nepal",False,102,"#Pulwamaattack: UN urges #India, #Pakistan to defuse tensions

UN rights chief concerned about reports of attacks on #Kashmiris and Muslim communities in India

https://t.co/uetHkhyrbS https://t.co/P5LTusZF0r",Wed Feb 20 06:58:57 +0000 2019,"My Inspiration👉🏿@iamsrk. Belief divides the world,Let’s seek. “वसुधैव कुटुम्बकम् सर्वभूते यादव”"
166,Vignesh G,Maduravoyal,False,4,"காஷ்மீர் மாநிலம் பாரமுல்லா மாவட்டத்தில் ராணுவத்தில் காலியாக உள்ள 111 பணியிடங்களுக்கு 2,500 இளைஞர்கள் விண்ணப்பித்து தேர்வில் பங்கேற்றனர். #PulwamaAttack https://t.co/VHrf5uLda3",Wed Feb 20 06:58:57 +0000 2019,i am single
167,Vinod Sharma #HTL, भारत,False,22174,"कभी देखा है ऐसा प्रधानमंत्री जो खुद शहीद की पत्नी को फोन करे, एक बाप की तरह उनके आँसू पोंछने की कोशिश करे।
देख कर आँखे नम हो जाएँगी !!😓😓

#BharatKeVeer #PulwamaAttack @narendramodi @DrKumarVishwas https://t.co/B9HRy88ZQG",Wed Feb 20 06:58:56 +0000 2019,"पेशे से इंजीनियर, भारतीय, हिन्दू , स्वतन्त्र विचार, अच्छे मित्रों की तलाश, मोदीजी की नीतियों का समर्थक, हिंदी प्रेमी, संकलित ट्वीट्स। मेरे ट्वीट्स ❤( likes)में।"
168,ML Bagri,India,False,8083,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:58 +0000 2019,Live & Let live ...Blessed by Dr @Sambitswaraj @upadhyaysbjp @KailashOnline @Shehzad_Ind
169,Mohit sharma,"Modinagar, India",False,5,"RT @SushantBSinha: State Bank of india decides to waive off outstanding loans of 23 CRPF jawans.
#PulwamaAttack",Wed Feb 20 06:58:58 +0000 2019,Always Think Be Positive
170,Manish Mohan,,False,28,"""JeM leadership killed within 100 hours of #PulwamaAttack. I request directly to the mothers in #Kashmir to ask their children to not take up terrorism and surrender to the forces else they'll be killed""- Lt. Gen Kanwal Jeet Singh Dhillon

#ForcesWarnPak
 https://t.co/AmqhZ8nONa",Wed Feb 20 06:58:58 +0000 2019,
171,himanshi chauhan,,False,14,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:59 +0000 2019,bigg fan of modiji
172,SpArK,India,False,262,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:58:59 +0000 2019,"Nationalist Indian,Engineer,Unapologetic Hindu.I followback ."
173,कह के लूँगा🇮🇳,,True,268,"Hear It.
This Muslims Brother Praying For Martyred #CRPF Jawans Who Sacrificed Their Lives In #PulwamaAttack In Holy Kabah

This Video Proves India Has Always United Whenever Any Outer Power Has Tried To Disturb Unity &amp; Harmony Of India

Let's Share This &amp; Spread Message Of Love. https://t.co/RyxJ9TfuIB",Wed Feb 20 06:58:59 +0000 2019,"Nationalist, Theist(Sanatani), The nature MODIFIES me, let's have a debate"
174,Arshad E Khan,Planet Earth 🌎,False,222,"I refrain from the use of un-parliamentary language, but this one is especially for you @ShkhRasheed - 'Apni messag… https://t.co/meldrMAd2H",Wed Feb 20 06:58:59 +0000 2019,"Religious radicals everywhere are so dangerous not because they reflect the majority, but because their toxic hate forces the majority into silence."
175,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"@BCCI का स्पष्ट कहना है कि #पुलवामा_हमला होने के बाद #पाकिस्तान से वर्ल्ड कप-2019 नहीं खेलना चाहिए।
यहीं नहीं ब्रेबोर्न स्टेडियम में लगी @ImranKhanPTI की तस्वीर भी ढंक दी गई है।
उस तस्वीर को वहां से हटाने के लिए भी चर्चा हो रही है।
#BCCI #PulwamaAttack #PulwamaTerroristAttack https://t.co/yfJK0ermqg",Wed Feb 20 06:59:00 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
176,Harshit Tiwari 🇮🇳,प्रयागराज | Decentraland,False,985,"BCCI Source: ICC has nothing to do with it; India won't play PAK in World Cup if govt decides so - https://t.co/INhXIopjVT

#INDvPAK #WorldCup2019 #PulwamaAttack https://t.co/FI4CIJY6na",Wed Feb 20 06:59:01 +0000 2019,"Columnist | Student | Entrepreneur. Founder, KallGorr Investnet. Meditation keeps me going."
177,Aleena,,False,3,"Omg tomatoes official statement after indian revenge 😥😥

RT and show some support tamatars 😂😂
#PulwamaAttack 
#PulwamaDrama https://t.co/90liwZ0MrC",Wed Feb 20 06:59:01 +0000 2019,Believe in the power of pink
178,vikii62211,India,False,232,"An all-party meeting was called by centre after #PulwamaAttack. We were told meeting has been called by PM. When I reached I saw that PM is not there. He should've been there but he found it more important to criticise us in rallies in Dhule &amp; Yavatmal
 https://t.co/gBQqWh2FT5",Wed Feb 20 06:59:03 +0000 2019,"Engineering Teacher& Principal,Telescopic & Microscopic view. Thinker,Love for all living creatures"
179,Nand Lal Thakur,Manali Himachal Pradesh India,True,4797,"How much donation has #AnilAmbani raised for families of #PulwamaAttack martyrs?
His company made a fortune from defence contracts. Let some of that money (actually public money) be put to good use.",Wed Feb 20 06:59:04 +0000 2019,"Secretary Himachal Pradesh Youth Congress, State Cordinator (Social Media) @iychimachal  Tweets are personal, RT's and links doesn't mean endorsement."
180,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"ये कौन लोग हैं जो कला के नाम पर इन #पाकिस्तान के कलाकारों को बुला कर हमारे देश में आतंकवाद को प्रोत्साहित करते हैं?
अगर इनका समय पर इलाज किया जाता तो #पुलवामा जैसी घटनाएं नहीं होती।
वक्त आ गया है कि ऐसे लोगों को इस पवित्र धरती पर कोई जगह ना मिले।
#ExposeDeshDrohis
#PulwamaAttack https://t.co/tTJOLlxbaF",Wed Feb 20 06:59:05 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
181,Jaikishan Ahuja #MeraPmMeraSwabhimaan,"Bhopal, India",False,528,"दुर्भाग्य
कांग्रेस अध्यक्ष राहुल गाँधी द्वारा उनकी पार्टी नेताओं के दिऐ सेना और देश के विरूद्ध बयानों पर विरोध नही… https://t.co/Z82rTIqExT",Wed Feb 20 06:59:05 +0000 2019,"प्रदेश आई.टी प्रभारी
एवं प्रदेश कार्यसमिति सदस्य,प्रधानमंत्री जन कल्याण योजना प्रकोष्ठ
भारतीय जनता पार्टी,मध्यप्रदेश"
182,Prafulla C Tiwari,"Lucknow, India",False,3204,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:06 +0000 2019,
183,RaviKant Mishra🌷जय श्री कृष्ण🌷, हिंदुस्तान ,False,4108,"कुछ लोग हमारी सैना के खिलाफ जहर उगल रहे, और कश्मीर मेंं जनमत संग्रह की बात कर रहे हैं

तो मेरा सरकार से हाथ जोड़कर निवेदन है की एकबार पूरे देश में जनमत संग्रह हो ही जाए।

इन देशद्रोहियों को ठुकवाना है
या देश के बाहर फिकवाना हैं ?

सहमत है तो RT/कॉमेंट जरूर करें🙏 
#PulwamaAttack",Wed Feb 20 06:59:06 +0000 2019,"[मुद्दई लाख बुरा चाहे,,वही होगा जो मेरे राम जी ने लिखा होगा ,,, जो सही बात है वो बात होगी,,खैरात में मिली शोहरत का मोहताज नही ]




#tweets #Likes🙏 में मिलेंगे"
184,Pinakpani Borthakur,,False,202,"कश्मीर में 1 महीने का लाईट बिल ₹80 
पानी का बिल ₹ 60
अनाज चावल ₹1 किलो सब फ्री जब कुछ कमाना ही नहीं है तो आतंकवादी तो बनेंगे ही

आदरणीय @narendramodi जी धारा 370 खत्म करिये सारी दिक्कत खत्म हो जायेगी !!

#PulwamaAttack 🙏",Wed Feb 20 06:59:06 +0000 2019,Nationalist and supporter of Hon'ble PM Shri Narendra Modi Ji..
185,V K SHARMA 🇮🇳,"VARANASI,CHANDIGARH,MEERUT",False,110259,"This is true face of @INCIndia  #PulwamaAttack पर बहस में एंकर ने कांग्रेस प्रवक्ता से पूछा
“कौन चोर है-इमरान खान या भारत के PM”..जवाब आया “दोनो चोर हैं”..और 
नारा सिर्फ श्री मोदी जी के ख़िलाफ़ लगाता रहा..

आखिर कांग्रेस को पाकिस्तान से इतना प्रेम क्यों??

https://t.co/WptoPdrQBb",Wed Feb 20 06:59:07 +0000 2019,"PM Narendra Modi kind to follow me and blocked by endless list of Presstitutes ,Nationalist,AAPTARDS,CONGI stay away Jai Hind & Im troll defined by PIDI media"
186,RafalePappu🇮🇳,,False,46,"Events after #PulwamaAttack -
1) Iran supports India's endeavour; says 'Pakistan will pay price' (https://t.co/bitWdgv2ZY)
2) India calls back its envoy to Pakistan for discussion on the current situation. Pakistan does the same.
3) US NSA and Indian NSA talk.
#ForcesWarnPak",Wed Feb 20 06:59:07 +0000 2019,"I'll tell you a story.......I'm actually a Pilot!!!🤣😅😅
RTs not necessarily endorsements.Views personal. Hindustan always FIRST 🇮🇳🇮🇳"
187,✌️🚩【Indian】🚩✌️,"Gurgaon, India",False,7836,"गर्व कीजिये #हिंदुओं पर जो अत्याचार के विरोध में क्रांतिकारी बनते हैं, आतंकी नहीं.

साथ ही गौरवान्वित हों हिंदुओं के पवित्र धर्मग्रन्थों पर जिसे पढ़ कर दानव एक मानव बनता है न कि मानव एक दानव.

#PulwamaAttack #CRPF #Pulwama @ImranKhanPTI #ImranKhan",Wed Feb 20 06:59:07 +0000 2019,"🚩🇮🇳आजाद हुँ,आजाद रहूँगा,सच्चाई लिखने से किसी के बाप ना डरूँगा 🇮🇳का दीवाना हुँ🙏 इंडियन आर्मी और शहीदों को 💖में रखता हूँ🙏
🌹जय श्री राम🌹Twittes in👉♥️"
188,I~,Here & There too & Beyond,False,341,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:07 +0000 2019,"I am this and that too & transcend the two; Krishna relates me with love, I with surrender & seek refuge in him without fear. (R)Tweets are my tax obligations."
189,Govindraj Ethiraj,"Mumbai, India",True,18064,25 fake stories around #PulwamaAttack  and counting...debunked by @boomlive_in,Wed Feb 20 06:59:07 +0000 2019,"Journalist, TV anchor. Founder: IndiaSpend, http://FactChecker.In, BOOM, Founder-Editor of Bloomberg TV India. Earlier: CNBC-TV18, ET. Fellow, Aspen Institute"
190,Shepherd (ModiFor2019),,False,736,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:08 +0000 2019,"Only Hinduism unite us.         Wish: Modi as PM In 2019. Nationalist! View are Personal, RTs not endorsement!"
191,Rahul Dwivedi,India,True,323,"@BJP4India Sharm Karo.! 

Koi Mantri Jaake Hun rha Hai Aur Koi Jaake Hath Hila rha Hai.. Aur Ab Ye?  Aise Logo Ko B… https://t.co/LiAXa0Uo3A",Wed Feb 20 06:59:08 +0000 2019,@TheDuniyadari
192,Shivam Singh,"Bihar, India",True,74,@Manishajispeaks This is the effect of the #PulwamaAttack .,Wed Feb 20 06:59:08 +0000 2019,The Official twitter account of Shivam Singh | Student/Athlete | Proud to be Indian🇮🇳🇮🇳🇮🇳 | http://facebook.com/ShivamSingh6717
193,Patrika Hindi News,"Jaipur , India",True,52103,"शहीद के अंतिम संस्‍कार में भाजपा सांसद और नेताओं ने की ऐसी हरकत की भड़क गए लोग
#PulwamaAttack @narendramodi… https://t.co/oKbP8Go5F2",Wed Feb 20 06:59:08 +0000 2019,"Patrika Hindi News is one of the biggest Hindi News portal where you can read updated Hindi News on Politics, Sports, Business, World, Entertainment etc."
194,DeepaK PandeY(एक राष्ट्रवादी),"Ranchi, India",False,2356,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:10 +0000 2019,"🙏मैं हूँ भक्त🙏चाहे भगवान का कहो, देश का कहो या मोदी जी का। आपकी मर्जी।
जय महाकाल
fσℓℓσωє∂ ву @Shehzad_Ind Sir, @YogiDevnathJi 🙏

иσтє:- 💯℅ fσℓℓσω вα¢к"
195,yash,,False,100,"After #PulwamaAttack देश भर से बड़ी आवाज़ें आ रही हैं कि हमारा देश ‘इजराइल’ क्यों नहीं बन जाता..
लोगों को बस प्रतिशोध चाहिए भारत रातोंरात इजराइल मोड में आ जाये.. 

कोई देश अपने हथियारों और तकनीकी शक्ति के कारण ‘इज़रायल’ नहीं बनता, बल्कि वह अपने नागरिकों के कारण ताक़तवर बनता है..",Wed Feb 20 06:59:11 +0000 2019,"💯%🔄 कट्टर मोदी समर्थक। देशद्रोही  उचित दूरी बनाए रखें।। गर्व है भारतीय और हिन्दू हूं
Fan of  @narendramodi and @adgpi 
🕉️ 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮"
196,kaur,,True,63178,"RT @Ridzi_8137: वो मोटी भैंस कहाँ गई जिसने गाँधी जी के पुतले पर गोली चलाकर अपनी बहादुरी साबित कर रही थी !!

भेजो उसे बॉर्डर पर ! 😡
#Pulwama…",Wed Feb 20 06:59:12 +0000 2019,"रूक जाना नही तू कहीं हार के, काँटों पे चल के मिलेंगे साये बहार के..."
197,SIMPLE JAIN RSS,,False,2308,"RT @TarekFatah: Hi Barkha @bDutt, I like your channel. Sorry to hear about your in-laws harrassment. Khush raho. https://t.co/8pBVhjF0mC",Wed Feb 20 06:59:12 +0000 2019,"jai MODIJI sarkar.100% kattar MODIJI BHAKAT, R.S.S &ABVP supporter.Bharat Mata ki jai,vande mataram,aamchi Mumbai."
198,Abhishekkaneriya7746,"Indore, India",False,252,आज रेवाड़ी के राजगढ़ गाँव में जम्मू-कश्मीर के पुलवामा में आतंकवादियों का बहादुरी के साथ सामना करते हुए आज वीर गति को प्राप्त हुए शहीद हरि सिंह जी की शहादत को श्रद्धांजली दी। #PulwamaAttack https://t.co/0yUgdvipdz,Wed Feb 20 06:59:13 +0000 2019,राजीव के सिपाही
199,عارف..मारवाड़ी,Dubai,True,1636,"देखो भाई 
पाँच दिन बीत गए 

स्मृति ईरानी कहि प्रधानमंत्री को सोने की चूड़ी बनवाने गई है क्या ?????????

#BJPFailedNationalSecurity 
#PulwamaAttack",Wed Feb 20 06:59:13 +0000 2019,✍️Twee in Like✍️
200,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"#PulwamaAttack के बाद हमारी एजेंसियों को पहली बड़ी सफलता मिल गई।
अब इस गुत्थी को सुलझने में बिल्कुल भी देरी नहीं लगेगी।
किस किस के तार किस किसके साथ क्यों जुड़े हुए थे,या जुड़े हुए हैं सब मालूम पड़ जाएगा।
और उसके बाद?
#भारत_माता_की_जय 
#PulwamaTerroristAttack #IndiaWantsRevenge https://t.co/C6QS7AETCe",Wed Feb 20 06:59:13 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
